DictionaryHumanName,DimensionHumanName,LanguageCode
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/301 DIVERGENCE,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/302 ARRIVAL,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/303 DEPARTURE,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/304 INGRESS,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/305 EGRESS,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/306 RECEPTION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/307 EJECTION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/308 FOOD,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/309 EXCRETION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/310 INSERTION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/311 EXTRACTION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/312 PASSAGE,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/313 TRANSCURSION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/314 SHORTCOMING,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/315 ASCENT,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/316 DESCENT,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/317 ELEVATION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/318 DEPRESSION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/319 LEAP,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/320 PLUNGE,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/321 CIRCUITION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/322 ROTATION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/323 EVOLUTION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/324 OSCILLATION,eng
Roget's Thesaurus 1911 Edition,CLASS II - RELATED TO SPACE/2.4 MOTION/2.4.4 MOTION WITH DIRECTION/325 AGITATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.1 MATTER IN GENERAL/326 MATERIALITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.1 MATTER IN GENERAL/327 IMMATERIALITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.1 MATTER IN GENERAL/328 WORLD,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.1 MATTER IN GENERAL/329 GRAVITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.1 MATTER IN GENERAL/330 LEVITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/331 DENSITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/332 RARITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/333 HARDNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/334 SOFTNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/335 ELASTICITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/336 INELASTICITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/337 TENACITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/338 BRITTLENESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/339 TEXTURE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/340 PULVERULENCE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/341 FRICTION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.1 SOLID MATTER/342 LUBRICATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.1 FLUIDES IN GENERAL/343 FLUIDITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.1 FLUIDES IN GENERAL/344 GASEITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.1 FLUIDES IN GENERAL/345 LIQUEFACTION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.1 FLUIDES IN GENERAL/346 VAPORIZATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/347 WATER,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/348 AIR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/349 MOISTURE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/350 DRYNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/351 OCEAN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/352 LAND,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/353 GULF/LAKE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/354 PLAIN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.2 SPECIFIC FLUIDS/355 MARSH,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/356 ISLAND,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/357 STREAM,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/358 RIVER,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/359 WIND,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/360 CONDUIT,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.2 FLUID MATTER/3.2.2.3 FLUIDS IN MOTION/361 AIRPIPE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/362 SEMILIQUIDITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/363 BUBBLE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/364 PULPINESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/365 UNCTUOUSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/366 OIL,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.2 INORGANIC MATTER/3.2.3 IMPERFECT FLUIDS/367 RESIN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/368 ORGANIZATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/369 INORGANIZATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/370 LIFE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/371 DEATH,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/372 KILLING,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/373 CORPSE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.1 VITALITY IN GENERAL/374 INTERMENT,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/375 ANIMALITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/376 VEGETABILITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/377 ANIMAL,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/378 VEGETABLE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/379 ZOOLOGY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/380 BOTANY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/381 HUSBANDRY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/382 AGRICULTURE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/383 MANKIND,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/384 MAN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/385 WOMAN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.1 VITALITY/3.3.1.2 SPECIAL VITALITY/386 SEXUALITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.1 SENSATION IN GENERAL/387 SENSIBILITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.1 SENSATION IN GENERAL/388 INSENSIBILITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.1 SENSATION IN GENERAL/389 PLEASURE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.1 SENSATION IN GENERAL/390 PAIN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.3 TOUCH/391 TOUCH,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.3 TOUCH/392 OF TOUCH,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.3 TOUCH/393 NUMBNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/394 HEAT,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/395 COLD,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/396 CALEFACTION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/397 REFRIGERATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/398 FURNACE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/399 REFRIGERATOR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/400 FUEL,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/401 EXTINCTION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.4 HEAT/402 THERMOMETER,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/403 TASTE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/404 INSIPIDITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/405 PUNGENCY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/406 SALTINESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/407 BITTERNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/408 CONDIMENT,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/409 SAVORINESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/410 UNSAVORINESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/411 SWEETNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.5 TASTE/412 SOURNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.6 ODOR/413 ODOR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.6 ODOR/414 INODOROUSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.6 ODOR/415 FRAGRANCE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.6 ODOR/416 FETOR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.6 ODOR/417 ACRIDITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.1 SOUND IN GENERAL/418 SOUND,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.1 SOUND IN GENERAL/419 SILENCE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.1 SOUND IN GENERAL/420 LOUDNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.1 SOUND IN GENERAL/421 FAINTNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/422 SNAP,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/423 ROLL,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/424 RESONANCE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/425 NONRESONANCE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/426 SIBILATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/427 STRIDOR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/428 CRY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.2 SPECIFIC SOUNDS/429 ULULATION,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.3 MUSICAL SOUNDS/430 MELODY/CONCORD,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.3 MUSICAL SOUNDS/431 DISCORD,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.3 MUSICAL SOUNDS/432 MUSIC,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.3 MUSICAL SOUNDS/433 MUSICIAN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.3 MUSICAL SOUNDS/434 INSTRUMENTS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.4 PERCEPTION OF SOUND/435 HEARING,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.7 SOUND/3.3.2.7.4 PERCEPTION OF SOUND/436 DEAFNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/437 LIGHT,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/438 DARKNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/439 DIMNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/440 LUMINARY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/441 SHADE,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/442 TRANSPARENCY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/443 OPACITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/444 TURBIDITY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.1 LIGHT IN GENERAL/445 SEMITRANSPARENCY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/446 COLOR,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/447 ACHROMATISM,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/448 WHITENESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/449 BLACKNESS,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/450 GRAY,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/451 BROWN,eng
Roget's Thesaurus 1911 Edition,CLASS III - RELATED TO MATTER/3.3 ORGANIC MATTER/3.3.2 SENSATION/3.3.2.8 LIGHT/3.3.2.8.2 SPECIFIC LIGHT/452 REDNESS,eng
